fname,lname,gender,age,exercise,hours,grade,address
Cassandra,Barton,female,18,4,12,79.5,"9142 Briarwood St., Newark, NJ 07103"
Hayes,Ellis,male,19,1,5,74.0,"6 Sunbeam Street, Superior, WI 54880"
Jana,Schroeder,female,14,5,9,82.6,"248 Bowman Ave., Loganville, GA 30052"
Janna,King,female,15,1,6,77.0,"76 Delaware Street, Prior Lake, MN 55372"
Britanni,Fletcher,female,15,1,10,80.7,"739 Joy Ridge St., Phoenix, AZ 85021"
Hanna,Dorsey,female,19,2,14,96.6,"8037 NW. Forest St., Columbus, GA 31904"
Honorato,Hogan,male,17,1,19,90.1,"83 Cooper Drive, Rolling Meadows, IL 60008"
Jane,Reed,female,15,1,9,72.5,"824 E. Windsor St., Pewaukee, WI 53072"
Nita,Rios,female,19,1,15,80.4,"197 Gregory St., Deerfield Beach, FL 33442"
Zena,Kirk,female,18,3,12,89.0,"8896 Railroad Drive, Bowling Green, KY 42101"
Cally,Garrison,female,17,3,7,84.7,"31 Dogwood Ave., Rego Park, NY 11374"
Nissim,Oconnor,male,16,5,14,94.7,"4 Warren St., Willingboro, NJ 08046"
Nicole,Webb,female,14,3,14,94.2,"6 Clinton Street, Meriden, CT 06450"
Todd,Cunningham,male,16,1,16,81.4,"26 Edgefield St., Highland Park, IL 60035"
Rina,Combs,female,17,3,13,84.2,"696 Aspen Drive, Trussville, AL 35173"
Price,Tran,male,17,2,10,74.1,"2 Harvard Street, Bristol, CT 06010"
Shad,Walker,male,17,3,10,78.7,"182 Bald Hill Rd., Wenatchee, WA 98801"
Lysandra,Copeland,female,19,5,19,100.0,"20 Talbot Drive, Fort Lauderdale, FL 33308"
Rhiannon,Terrell,female,14,2,13,88.9,"9748 W. Buttonwood Road, Ellicott City, MD 21042"
Jackson,Williamson,male,15,1,10,75.3,"54 Bridle Drive, Hephzibah, GA 30815"
Leigh,Jones,female,18,3,4,74.5,"89 Buckingham Court, Appleton, WI 54911"
Thor,Ramos,male,17,3,18,100.0,"208 Plymouth St., Grove City, OH 43123"
Reese,Morales,male,19,2,8,71.2,"67 Pearl Ave., Georgetown, SC 29440"
Ray,Randall,male,16,4,10,73.2,"373 Main St., Huntsville, AL 35803"
Tasha,Wilkins,female,15,4,16,99.2,"649 Sutor Dr., Elizabeth City, NC 27909"
Yoko,Cain,female,16,4,16,96.5,"6 Stillwater Dr., Schenectady, NY 12302"
Curran,Petersen,male,14,5,8,72.9,"1 SW. Richardson Ave., Commack, NY 11725"
Garrison,Carson,male,17,4,6,81.2,"60 Hickory Dr., Bethlehem, PA 18015"
Judith,Perez,female,17,5,12,93.1,"16 Wall Drive, Palm City, FL 34990"
Hammett,Rios,male,17,1,7,78.8,"76 53rd Street, Reynoldsburg, OH 43068"
Flynn,Berger,male,17,2,10,84.9,"8741 Princeton Lane, Tewksbury, MA 01876"
Steven,Everett,male,17,3,12,79.3,"98 Mayfair Road, Gettysburg, PA 17325"
Lucy,Rodriquez,female,16,2,10,79.6,"8244 Tallwood St., Clarkston, MI 48348"
Orlando,Osborne,male,19,4,8,69.3,"31 Country Lane, Reisterstown, MD 21136"
Micah,Wolfe,male,14,4,11,83.2,"29 Cedar Street, Tupelo, MS 38801"
Lunea,Harper,female,17,4,11,92.3,"52 Front Ave., Benton Harbor, MI 49022"
Abbot,Hall,male,16,4,3,58.9,"84 Rock Creek Lane, Durham, NC 27703"
Zia,Ratliff,female,19,2,19,88.4,"654 S. North St., Springfield Gardens, NY 11413"
Charissa,West,female,18,4,6,69.9,"8683 Acacia Ave., East Elmhurst, NY 11369"
Athena,Collins,female,17,1,4,71.3,"933 Alton St., Lynnwood, WA 98037"
Fuller,Christian,male,15,5,9,82.0,"249 Fremont Drive, Fresh Meadows, NY 11365"
Shelley,Nielsen,female,15,5,10,88.1,"133 Woodside Drive, Deerfield, IL 60015"
Hamish,Carey,male,17,1,6,75.6,"443 Oklahoma Rd., Colonial Heights, VA 23834"
Jayme,Santiago,female,16,3,6,77.1,"55 Hickory Street, Macungie, PA 18062"
Isaiah,Harrell,male,17,5,7,75.8,"210 Shirley Lane, Westlake, OH 44145"
Rudyard,Horton,male,19,3,13,77.5,"7222 Randall Mill Rd., Hephzibah, GA 30815"
Georgia,Hensley,female,16,5,11,87.4,"9777 Manhattan Drive, Buffalo, NY 14215"
Nehru,Ballard,male,14,1,19,93.3,"487 Hudson Rd., Lansing, MI 48910"
Ciara,Valdez,female,19,4,7,73.1,"9022 Surrey Road, Lakeville, MN 55044"
Keelie,Sparks,female,14,5,16,99.5,"990 Paris Hill Street, Romeoville, IL 60446"
Evan,Ball,male,14,2,9,80.7,"924 Highland Lane, Morrisville, PA 19067"
Kadeem,Marshall,male,17,5,18,100.0,"56 North Glen Creek St., San Lorenzo, CA 94580"
Luke,Santana,male,17,1,0,75.0,"2 Sunbeam Dr., Zionsville, IN 46077"
Sara,Gonzalez,female,14,2,6,72.4,"9 Chapel St., Troy, NY 12180"
Rhiannon,Douglas,female,16,3,15,82.5,"885 Cleveland Dr., West Warwick, RI 02893"
Margaret,Mitchell,female,19,2,14,94.9,"367 West Peninsula St., Boca Raton, FL 33428"
Nomlanga,Hoover,female,18,1,11,80.0,"711 Trenton Drive, Kearny, NJ 07032"
Jescie,Horne,female,18,0,16,83.4,"454 West Oxford Court, Tucker, GA 30084"
Claire,Wheeler,female,14,2,14,90.4,"99 Hanover St., Lockport, NY 14094"
Madeson,Wilkins,female,15,4,16,98.0,"738 Railroad St., Mocksville, NC 27028"
Prescott,Kaufman,male,15,1,17,96.3,"491 Old Bayport St., Lititz, PA 17543"
Kaitlin,Solomon,female,17,1,8,66.4,"7734 Winchester Dr., Clifton, NJ 07011"
Yardley,Horne,male,18,1,10,79.6,"753 John Circle, Arlington Heights, IL 60004"
Hasad,Rice,male,19,4,16,95.9,"2 Silver Spear Drive, Londonderry, NH 03053"
Tana,Rodgers,female,15,5,15,96.6,"522 Catherine Street, Arvada, CO 80003"
Mufutau,Dawson,male,17,5,14,99.9,"520 West Winding Way Drive, Inman, SC 29349"
Paul,Haley,male,18,5,17,84.2,"8948 S. George Ave., Florence, SC 29501"
Bryar,Melendez,female,18,5,12,93.4,"8 James Ave., Bayside, NY 11361"
Arthur,Morse,male,19,1,14,80.2,"823 St Paul Ave., Westfield, MA 01085"
Inga,Sharpe,female,17,1,5,74.1,"7143 Bayport Ave., Lansdale, PA 19446"
Steel,Solomon,male,16,4,13,87.3,"8321 North University St., Stillwater, MN 55082"
Brianna,Trevino,female,18,3,13,82.6,"8749 Edgefield Dr., Copperas Cove, TX 76522"
Noah,Blanchard,male,14,2,14,88.1,"9702 Big Rock Cove Street, Grosse Pointe, MI 48236"
Kelsie,Diaz,female,15,4,15,93.9,"7347 Thatcher Ave., Wayne, NJ 07470"
Jacob,Finch,male,15,2,14,87.1,"397 Lake Forest Drive, Ormond Beach, FL 32174"
Baker,Winters,male,15,2,14,89.8,"962 Cambridge Circle, Zanesville, OH 43701"
Jael,Knapp,female,14,3,15,83.7,"86 South Brewery St., New York, NY 10002"
Norman,Kinney,male,15,3,14,88.0,"707 Riverside St., Garfield, NJ 07026"
Jacob,Gray,male,15,3,17,100.0,"8323 Alton Court, Clementon, NJ 08021"
Cynthia,Hurley,female,16,4,12,81.0,"584 Arcadia Rd., Greensburg, PA 15601"
Elijah,Bell,male,19,5,16,88.4,"5 Plymouth Ave., Lake Mary, FL 32746"
Isaiah,Avery,male,15,3,9,82.3,"6 South Depot St., North Miami Beach, FL 33160"
Miriam,Jacobson,female,17,2,10,77.8,"354 Fulton Rd., Port Huron, MI 48060"
Hiroko,Koch,female,17,4,15,90.4,"7843 Bay Street, Lombard, IL 60148"
Colton,Ochoa,male,17,1,4,60.3,"75 Arrowhead Drive, Danvers, MA 01923"
Caldwell,Dorsey,male,17,5,9,79.1,"74 E. Shore Avenue, Soddy Daisy, TN 37379"
Pandora,Dickerson,female,15,2,3,70.5,"9527 Newbridge St., Saugus, MA 01906"
Thomas,Boyer,male,17,4,17,89.9,"900 Brook Lane, Waterloo, IA 50701"
Phelan,Mcmillan,male,17,3,17,98.0,"8443 Hamilton St., Dundalk, MD 21222"
Gabriel,Jordan,male,16,4,2,62.0,"7986 Briarwood Road, Cranberry Twp, PA 16066"
Kamal,Dodson,male,17,4,7,77.6,"396 S. Bowman Lane, Cape Coral, FL 33904"
Holmes,Lawson,male,18,2,16,98.7,"9516 Airport Street, Staunton, VA 24401"
Preston,Church,male,17,1,8,66.1,"379 Sherman Ave., Lakewood, NJ 08701"
Chester,Becker,male,19,3,14,89.4,"7 Beacon St., Helena, MT 59601"
Quamar,Delaney,male,15,4,11,91.3,"8362 Tunnel St., Acworth, GA 30101"
Amery,Mcmahon,male,19,3,12,84.2,"427 Lake View Dr., Severna Park, MD 21146"
Vance,Cherry,male,17,2,6,65.1,"373 Sunnyslope Street, Los Angeles, CA 90008"
Lee,Ramsey,female,19,1,10,86.5,"357 Elm St., Osseo, MN 55311"
Malik,Vega,male,19,2,10,72.3,"336 SW. Columbia Lane, Saint Cloud, MN 56301"
Dana,Weaver,female,14,3,6,67.3,"7029 N. Cactus Drive, Dacula, GA 30019"
Kelly,Crane,male,14,2,8,80.6,"498 Eagle St., Moorhead, MN 56560"
Ryan,Petersen,male,16,5,11,81.3,"204 Windsor Drive, Austin, MN 55912"
Brett,Wilkerson,male,18,2,7,76.0,"635 Arnold St., New Kensington, PA 15068"
Veda,Gilbert,female,18,4,12,82.5,"7232 Silver Spear Drive, Bergenfield, NJ 07621"
Ezekiel,Alexander,male,16,5,8,81.5,"700 Rosewood Ave., Aiken, SC 29803"
Ulla,Marshall,female,17,2,12,81.0,"8749 Bedford Rd., Henderson, KY 42420"
Linda,Baldwin,female,16,5,2,59.0,"970 SW. Second Ave., Cedar Falls, IA 50613"
Ulysses,Huber,male,14,1,7,66.6,"9141 Creekside Drive, Silver Spring, MD 20901"
Tana,Frye,female,17,3,6,81.2,"8053 Primrose Road, Urbandale, IA 50322"
Kaye,Potts,female,19,1,5,66.6,"9170 Dogwood Lane, Conyers, GA 30012"
Marshall,Reeves,male,15,4,11,83.0,"765 Old Brickell St., Rolla, MO 65401"
Hedley,Rodriguez,male,15,3,8,78.3,"7381 Summer Road, Peoria, IL 61604"
Gillian,Cunningham,female,19,5,13,82.9,"7181 N. Penn St., Asheboro, NC 27205"
Nadine,Jacobson,female,17,4,11,75.5,"772 South Pheasant Ave., Lemont, IL 60439"
Nathan,Ferrell,male,16,2,13,77.5,"135 Vine Avenue, Mays Landing, NJ 08330"
Amethyst,Christensen,female,15,5,6,80.4,"175 Fairway St., Bayonne, NJ 07002"
Nigel,Wilkins,male,19,5,10,90.0,"7413 Cleveland Lane, Prior Lake, MN 55372"
Nigel,Mclean,male,18,4,12,77.6,"7461 Bayberry Drive, Howard Beach, NY 11414"
Dara,Weber,female,15,3,11,85.7,"853 Laurel Street, Indianapolis, IN 46201"
Neil,Beck,male,16,2,18,91.4,"568 Division Street, Oak Ridge, TN 37830"
Mollie,Ryan,female,15,1,14,97.2,"2 Bayberry Rd., Bear, DE 19701"
Yolanda,Hanson,female,15,4,16,94.3,"5 Fordham Rd., Panama City, FL 32404"
Sonia,Jacobson,female,18,1,14,88.2,"8393 Ridgewood Ave., Joliet, IL 60435"
Dustin,Chambers,male,17,5,15,94.7,"8024 Fordham Street, Ballston Spa, NY 12020"
Berk,Austin,male,19,5,11,88.1,"85 Glenholme Street, Royal Oak, MI 48067"
Scott,Snow,male,16,4,5,77.2,"559 SE. Taylor Ave., Clover, SC 29710"
Nicole,Harrell,female,18,4,10,76.7,"9569 Front Rd., Yuba City, CA 95993"
Myra,Wilkinson,female,14,5,14,86.2,"988 Valley St., Beverly, MA 01915"
Shoshana,Moses,female,14,3,13,87.4,"9894 Meadowbrook Street, Westminster, MD 21157"
Asher,Sloan,male,17,5,7,70.2,"808 Fairground Street, Ephrata, PA 17522"
Kaden,Grant,female,17,5,14,100.0,"73 SW. Leeton Ridge Road, Homestead, FL 33030"
Aaron,Knowles,male,16,4,11,88.7,"596 Warren Drive, Brunswick, GA 31525"
Chester,Stuart,male,19,2,5,65.3,"40 Liberty St., Alabaster, AL 35007"
Quin,Prince,female,18,5,15,92.4,"25 Cleveland Drive, Hopkins, MN 55343"
Jared,Randall,male,19,1,11,89.0,"7210 Bank Rd., Oviedo, FL 32765"
September,Hoffman,female,16,3,11,82.8,"7313 NE. Del Monte Ave., New Rochelle, NY 10801"
Maxwell,Carver,male,15,1,11,81.8,"524 Fifth St., Sewell, NJ 08080"
Miranda,Donovan,female,16,2,4,63.7,"464 Princeton Drive, Jupiter, FL 33458"
Shaine,Harrell,female,14,1,11,90.3,"9446 S. John Court, Mount Laurel, NJ 08054"
Craig,Sweeney,male,15,4,10,88.1,"407 North High Ridge St., Calumet City, IL 60409"
Claudia,Bradshaw,female,19,4,10,80.4,"8575 E. Somerset Ave., East Elmhurst, NY 11369"
Adria,Bender,female,19,1,7,76.8,"98 Kirkland Street, Saint Louis, MO 63109"
Alfonso,Petersen,male,17,5,11,88.8,"986 Lakewood St., Annandale, VA 22003"
Henry,Chang,male,18,2,16,94.6,"160 Golf Dr., Florence, SC 29501"
Zachery,Dorsey,male,16,4,15,85.5,"46 Thorne Dr., Greer, SC 29650"
Barclay,Finley,male,18,4,11,86.9,"761 Temple Ave., Nicholasville, KY 40356"
Audra,Stout,female,14,5,10,85.1,"442 West Mill Street, Arlington Heights, IL 60004"
Ila,Mooney,female,14,5,12,93.8,"741 Corona St., Woodhaven, NY 11421"
Felix,Spears,male,16,2,11,76.5,"27 Greystone Street, Easton, PA 18042"
Roanna,Hoover,female,17,5,15,94.2,"9887 E. Monroe St., Suwanee, GA 30024"
Audra,Murphy,female,18,1,12,74.2,"571 Kent Ave., Lowell, MA 01851"
Isaac,Gray,male,16,5,12,81.0,"84 Third Street, Virginia Beach, VA 23451"
Laura,Shannon,female,16,4,13,82.4,"242 Ivy Drive, Grand Forks, ND 58201"
Myra,Parrish,female,19,5,15,100.0,"854 3rd Ave., Nanuet, NY 10954"
Iola,Fernandez,female,17,1,14,81.6,"764 Old York Rd., Miami Beach, FL 33139"
Inez,Stephenson,female,17,5,17,100.0,"51 Academy St., Roselle, IL 60172"
Kyra,Love,female,19,2,12,93.0,"67 West Somerset Road, Randolph, MA 02368"
Emery,Shepherd,male,14,5,11,89.0,"9907 Main St., Little Rock, AR 72209"
Sade,Juarez,female,18,3,5,61.1,"84 Amerige Street, Davenport, IA 52804"
Aline,Bond,female,18,4,6,68.2,"250 Madison Drive, Brick, NJ 08723"
Cyrus,Kelley,male,19,5,13,81.8,"7511 Inverness St., New Windsor, NY 12553"
Patrick,Bell,male,19,1,11,85.0,"57 Meadowbrook Court, West Palm Beach, FL 33404"
Kuame,Gordon,male,18,1,16,83.5,"475 Thompson St., Greenville, NC 27834"
Yvette,Coleman,female,18,4,17,89.8,"44 Gates St., Parkville, MD 21234"
Ronan,Howell,male,19,3,4,68.0,"512 Nicolls Ave., Bemidji, MN 56601"
Courtney,Bryan,female,16,5,15,88.3,"7236 Old Heather Ave., Boynton Beach, FL 33435"
Tate,Fletcher,male,15,3,12,87.2,"8878 Mountainview Avenue, Coram, NY 11727"
Pascale,Freeman,female,16,5,15,96.4,"482 SE. Wild Rose Ave., Thornton, CO 80241"
Morgan,Ayala,female,14,5,4,73.0,"8210 North Mayflower Street, Mchenry, IL 60050"
Declan,Manning,male,18,4,16,100.0,"7993 E. Harvey Ave., Springfield, PA 19064"
Dana,Vang,female,17,4,14,88.7,"80 Wild Horse Ave., Baltimore, MD 21206"
Orlando,Mcguire,male,15,1,13,84.4,"846 Brickell Street, Ithaca, NY 14850"
Giselle,Estes,female,15,1,6,65.9,"9 Hill Field Road, Pickerington, OH 43147"
Ryan,Hodge,male,17,1,4,60.9,"863 County Dr., Spartanburg, SC 29301"
Kylee,Santana,female,18,4,10,90.3,"49 Heritage Court, New Bedford, MA 02740"
Laith,Henderson,male,19,1,6,67.4,"8812 Bald Hill Circle, Hampton, VA 23666"
Sarah,Gibbs,female,15,5,9,71.3,"288 East Ridgeview Dr., Lutherville Timonium, MD 21093"
Hiroko,Parsons,female,14,3,17,95.4,"89 Riverview Rd., Port Washington, NY 11050"
John,Branch,male,15,2,17,86.5,"955 Corona Dr., Berwyn, IL 60402"
Inez,Vargas,female,16,2,19,93.4,"9181 Birchpond Dr., Hopkinsville, KY 42240"
Ciaran,Brady,male,19,3,3,62.5,"650 Homestead Lane, Fond Du Lac, WI 54935"
Elvis,Stewart,male,16,5,8,85.1,"841 SE. Hillside Drive, South Portland, ME 04106"
Elton,Sanchez,male,16,4,9,70.1,"7267 Stillwater Road, Fair Lawn, NJ 07410"
Bertha,Waller,female,19,5,8,80.5,"651 North Manhattan Lane, Latrobe, PA 15650"
Cameron,Craig,female,16,4,11,76.7,"64 North Peninsula Court, Hialeah, FL 33010"
Griffin,Woodward,male,19,5,14,92.5,"9751 SE. Hanover Street, Biloxi, MS 39532"
Savannah,Sherman,female,14,3,16,87.3,"9677 Gartner Rd., Cheshire, CT 06410"
Sydnee,Carpenter,female,14,4,11,75.3,"8033 Ridgeview Drive, Painesville, OH 44077"
Clarke,Crawford,male,18,1,8,77.8,"971 Walnutwood Dr., Salisbury, MD 21801"
Aileen,Mcgee,female,19,5,10,85.4,"5 Swanson St., Indian Trail, NC 28079"
Michael,Bell,male,15,3,7,64.1,"7993 Illinois Street, Easton, PA 18042"
Ivana,Watts,female,16,5,9,87.4,"832 Forest St., Lansing, MI 48910"
Kerry,Mcbride,female,16,1,6,67.0,"955 S. Devon St., Torrance, CA 90505"
Kasimir,Clarke,male,16,5,8,68.2,"7198 School Drive, Baltimore, MD 21206"
Celeste,Alford,female,14,5,8,73.2,"601 Saxton Dr., Wenatchee, WA 98801"
Nyssa,Kent,female,17,5,4,76.1,"8006 Howard Drive, Vineland, NJ 08360"
Jolene,Rivers,female,14,5,10,79.3,"13 Iroquois Ave., Lithonia, GA 30038"
Bo,Miranda,female,18,1,11,82.8,"7982 Lakeview St., Reston, VA 20191"
Summer,Lang,female,15,3,12,85.8,"686 Westminster Ave., South Lyon, MI 48178"
Gloria,Morrison,female,15,1,10,88.0,"86 Rockwell Ave., Essex, MD 21221"
Bethany,Fields,female,14,5,12,88.2,"391 South Tanglewood Lane, Dracut, MA 01826"
Sonia,Kelly,female,17,4,7,83.6,"8257 Jockey Hollow Ave., Arvada, CO 80003"
Noah,Suarez,male,16,1,12,82.6,"233 E. Wintergreen Dr., Jackson, NJ 08527"
Travis,Avery,male,15,4,12,85.1,"96 Greystone St., Holbrook, NY 11741"
Dai,Osborne,female,19,5,20,100.0,"2 Pilgrim Road, Alexandria, VA 22304"
Rebekah,Skinner,female,16,2,13,81.7,"21 Delaware Lane, Minneapolis, MN 55406"
Zorita,Oliver,female,16,2,12,93.1,"691 Main Ave., Twin Falls, ID 83301"
Tara,Townsend,female,14,1,9,71.0,"7513 Pawnee Ave., Winter Garden, FL 34787"
Kaitlin,Lane,female,15,3,10,71.0,"8740 East Grove Court, Union, NJ 07083"
Preston,Paul,male,16,4,8,67.8,"9141 Williams Street, New Haven, CT 06511"
Kirk,Keller,male,16,4,6,77.0,"7334 Pine St., Lake Worth, FL 33460"
Zeph,Gilmore,male,19,3,9,88.3,"125 Green Hill Dr., Saginaw, MI 48601"
Rahim,Weaver,male,19,4,12,92.9,"9549 Sunset Drive, Longwood, FL 32779"
Linus,Snow,male,18,5,17,88.4,"8472 San Pablo Dr., Deerfield Beach, FL 33442"
Vladimir,Salinas,male,17,3,5,70.9,"8029 North Tanglewood Ave., Fort Washington, MD 20744"
Wang,Reed,male,16,5,13,93.7,"697 North Bowman St., Stamford, CT 06902"
Kaseem,Leon,male,18,1,5,67.1,"9562 Valley View Drive, Phoenixville, PA 19460"
Yetta,Vasquez,female,17,2,6,77.3,"54 Clark St., East Meadow, NY 11554"
Lacey,Tucker,female,17,4,16,87.5,"360 Baker St., Schererville, IN 46375"
James,Mccormick,male,15,3,5,71.0,"142 Deerfield Court, Loganville, GA 30052"
Inga,Webster,female,14,3,10,75.9,"7517 Helen Road, Trenton, NJ 08610"
Eagan,Oliver,male,17,4,11,86.6,"733 Trusel Dr., Daphne, AL 36526"
Orson,Burton,male,18,3,17,96.6,"62 Bohemia Street, Shakopee, MN 55379"
Noelani,Villarreal,female,19,1,5,75.4,"276 East Oxford Street, Lincolnton, NC 28092"
Chester,Vance,male,17,1,5,60.1,"732 Randall Mill Street, Covington, GA 30014"
Stuart,Powell,male,17,1,6,64.1,"8680 Race Drive, Poughkeepsie, NY 12601"
Robert,Bass,male,16,4,9,73.8,"21 S. Somerset Street, San Diego, CA 92111"
Zephania,Dotson,male,16,4,14,98.1,"656 Division Street, Findlay, OH 45840"
Robin,Adkins,female,16,4,4,68.0,"22 Catherine Dr., Valley Stream, NY 11580"
Kamal,Wheeler,male,17,5,15,86.3,"4 Deerfield Lane, Chelmsford, MA 01824"
William,Greene,male,19,4,11,84.0,"551 Brown Rd., Wilkes Barre, PA 18702"
Merritt,Donovan,male,16,5,7,83.1,"9678 East Dr., Hollis, NY 11423"
Orla,Carlson,female,19,3,8,75.8,"8 San Pablo Drive, Cocoa, FL 32927"
Byron,Buckner,male,16,2,13,92.9,"194 South Johnson Street, Little Rock, AR 72209"
Aimee,Sheppard,female,14,3,12,87.0,"630 Summerhouse St., Westfield, MA 01085"
Daphne,Patel,female,19,1,10,82.2,"8387 Broad Ave., Olympia, WA 98512"
Clarke,Mills,male,17,2,9,83.1,"311 Lookout Street, Fairburn, GA 30213"
Kameko,Flynn,female,17,3,15,86.6,"53 Helen Court, Kalispell, MT 59901"
Kamal,Pacheco,male,16,1,14,84.1,"947 Richardson Ave., Mesa, AZ 85203"
Kuame,Conrad,male,18,3,14,92.6,"8305 Washington Street, Superior, WI 54880"
Erasmus,Maynard,male,17,4,15,87.3,"9 Henry Smith Ave., New Kensington, PA 15068"
Mufutau,Clayton,male,17,1,16,86.0,"9417 Lilac Street, New Brunswick, NJ 08901"
Daria,Taylor,female,19,3,14,87.1,"86 Green Lane, Buffalo, NY 14215"
Hamilton,Mclean,male,16,3,14,82.0,"503 Deerfield Court, Winona, MN 55987"
Belle,Walter,female,19,4,14,85.7,"9584 Snake Hill Street, Richmond Hill, NY 11418"
Honorato,Finley,male,17,5,9,77.6,"840 W. Marconi Road, Nanuet, NY 10954"
Josephine,Jennings,female,15,2,12,89.0,"2 Glenridge Dr., Lorain, OH 44052"
Quentin,Bryan,male,19,4,7,77.7,"716 Ivy Street, Brighton, MA 02135"
Lars,Hines,male,18,1,5,71.0,"896 Hilldale Drive, Shepherdsville, KY 40165"
Wade,Holden,male,15,3,12,92.6,"722 E. Lookout Street, Lincolnton, NC 28092"
Faith,Cotton,female,17,4,15,99.8,"658 8th Street, Waterbury, CT 06705"
Bruno,Humphrey,male,16,3,12,76.8,"2 Warren Lane, Merrillville, IN 46410"
Lacey,Nieves,female,18,1,2,57.9,"38 West Brickyard Avenue, Roslindale, MA 02131"
Odette,Herrera,female,16,5,6,82.8,"8538 SE. Princeton St., Beachwood, OH 44122"
Davis,Reese,male,19,3,15,87.7,"7627 Hickory Road, New Windsor, NY 12553"
Wang,Dorsey,male,18,3,10,76.3,"67 Court Ave., Galloway, OH 43119"
Todd,Madden,male,19,4,13,89.8,"944 Philmont Street, Cape Coral, FL 33904"
Oren,Porter,male,16,4,14,80.8,"43 York Ave., Lake Worth, FL 33460"
Sharon,Hull,female,14,5,8,79.0,"119 Sierra Rd., Kaukauna, WI 54130"
Kareem,Hudson,male,18,4,16,98.6,"92 Pennington St., Ephrata, PA 17522"
Unity,Preston,female,19,1,14,86.8,"55 Cherry Hill Ave., Langhorne, PA 19047"
Ella,Cantrell,female,18,4,15,96.5,"7138 Ohio Court, Syosset, NY 11791"
Hanna,Burton,female,15,1,14,81.5,"580 Howard St., Beloit, WI 53511"
Cody,Giles,male,15,5,9,79.2,"9850 Ridgeview Road, Omaha, NE 68107"
Latifah,Williamson,female,17,3,6,66.7,"50 N. Peachtree St., Woonsocket, RI 02895"
Aileen,Huff,female,16,4,13,96.5,"18 Longbranch Lane, Clinton Township, MI 48035"
Brittany,Odom,female,17,5,13,91.5,"281 Maiden Lane, Jamaica, NY 11432"
Marny,Daniels,female,17,2,4,69.0,"7041 Buckingham Street, Apex, NC 27502"
Dieter,Tyson,male,18,2,8,67.9,"930 Third St., Westerville, OH 43081"
Raja,Burt,male,17,3,8,82.6,"8718 Proctor Drive, Enfield, CT 06082"
Irma,Bradley,female,14,3,6,66.2,"71 NW. Franklin Avenue, La Porte, IN 46350"
Gray,Reilly,male,16,1,12,87.5,"335 Pheasant St., Port Charlotte, FL 33952"
Pamela,Holder,female,16,4,4,61.8,"302 Sunnyslope St., Baldwinsville, NY 13027"
Conan,Stout,male,19,5,6,70.0,"7705 Yukon Road, Chevy Chase, MD 20815"
Stella,Phillips,female,18,1,8,66.1,"8 Schoolhouse Lane, Floral Park, NY 11001"
Xenos,Snow,male,14,2,12,91.4,"46 W. Gainsway Street, Reisterstown, MD 21136"
Justin,Pierce,male,18,4,15,92.0,"692 Morris Street, Bethel Park, PA 15102"
Kareem,Munoz,male,15,1,9,81.4,"711 West Pennington St., Miami, FL 33125"
Ali,Underwood,male,18,1,13,89.5,"585 Bay Meadows Ave., Ladson, SC 29456"
Bethany,Duke,female,19,5,9,79.4,"195 San Carlos Ave., Chicopee, MA 01020"
Amaya,Green,female,17,1,19,99.2,"7850 Valley View Dr., Menomonee Falls, WI 53051"
Wyatt,Marsh,male,17,1,6,74.7,"540 Rose Rd., Butte, MT 59701"
Carol,Sparks,female,17,2,17,91.1,"369 West Amherst Dr., Revere, MA 02151"
Kiona,Collier,female,14,4,11,84.0,"827 Rockledge Rd., New Port Richey, FL 34653"
Jocelyn,Ashley,female,14,3,9,73.4,"830 Amerige Drive, Davenport, IA 52804"
Shellie,Murray,female,18,1,13,85.3,"66 Primrose Road, Naples, FL 34116"
Talon,Rush,male,17,3,16,98.1,"621 East Deerfield Dr., Kissimmee, FL 34741"
Alana,Berry,female,17,3,11,87.5,"7310 Birchwood Dr., Bayside, NY 11361"
Steel,Tanner,male,14,5,12,80.7,"10 County St., Wheaton, IL 60187"
Elvis,Clayton,male,17,3,8,81.1,"8396 Rockville St., Ozone Park, NY 11417"
Silas,Paul,male,19,1,15,94.2,"7532 Washington Court, San Lorenzo, CA 94580"
Yasir,Fowler,male,18,1,5,73.5,"87 East Cambridge Lane, Atwater, CA 95301"
Breanna,Gillespie,female,19,1,12,82.5,"81 South Shore Drive, Philadelphia, PA 19111"
Nasim,Fernandez,male,16,2,14,83.8,"2 10th St., Snohomish, WA 98290"
Kaitlin,Mccarthy,female,17,1,14,95.4,"158 North Linda Ave., Cambridge, MA 02138"
Cassidy,Hogan,female,18,3,5,76.9,"8381 Cardinal Dr., Norwich, CT 06360"
Ebony,David,female,17,3,12,90.5,"567 Westport Drive, Hicksville, NY 11801"
Leila,Riggs,female,15,3,9,71.4,"8578 Evergreen Ave., Culpeper, VA 22701"
Troy,Raymond,male,18,5,11,80.3,"4 Somerset Drive, Miami Gardens, FL 33056"
Buckminster,Craig,male,19,5,14,95.2,"77 Proctor St., Boca Raton, FL 33428"
Kessie,Gonzalez,female,19,3,13,86.4,"328 Nicolls Rd., Annandale, VA 22003"
Ariel,Cortez,female,18,5,3,74.7,"405 Glendale St., Hoboken, NJ 07030"
Cailin,Crosby,female,19,3,12,75.5,"457 Center Court, Newnan, GA 30263"
Calvin,Maldonado,male,18,5,9,82.7,"167 Thomas Ave., Billings, MT 59101"
Connor,Huber,male,19,4,8,84.9,"8086 Ocean Ave., Staunton, VA 24401"
